,stdWeights,"<C>, delay=-10","<C>, delay=-2",balance
0,0.01,7.182995816690272e-17,5.269160776252679e-16,-1.0
1,0.01,2.2985069523484764e-16,-2.911884103210574e-16,-1.0
2,100.0,0.0371834196752274,0.42971250174860814,-0.0007978844278221252
3,100.0,0.1464449494769095,0.5532149058957605,-0.0007978844278221252
