,stdWeights,seed,class,"<C>, delay=-14",No-Activity,Fix,Cyclic,Chaotic,Non-Stationary,"<C>, delay=-10","<C>, delay=-6","<C>, delay=-2"
106,0.0133,600,global,-1.4108663776974083e-16,1.0,0.0,0.0,0.0,0.0,1.4134506938700382e-16,-1.5754240526769721e-16,6.228362887387794e-17
107,0.0133,700,global,-6.722534327363458e-17,1.0,0.0,0.0,0.0,0.0,-1.9518994680710743e-16,5.2690981001205246e-17,2.3464132663490004e-16
108,0.0133,800,global,-1.9394627686026044e-16,1.0,0.0,0.0,0.0,0.0,-1.8609499550224523e-16,5.739493684160343e-17,2.0396599986113082e-16
109,0.0133,900,global,-8.6444685424803e-17,1.0,0.0,0.0,0.0,0.0,-1.2386265229128941e-17,-1.4303891629567495e-16,1.6582501378293374e-16
110,0.0133,1000,global,-2.654546737851156e-17,1.0,0.0,0.0,0.0,0.0,1.729181607951206e-16,-3.5112965540537773e-17,1.0128326843581081e-16
111,0.0133,1100,global,-2.306712972992887e-16,1.0,0.0,0.0,0.0,0.0,1.2386265229128941e-17,-1.5001767703193155e-16,1.32660011026347e-16
112,0.0133,1200,global,-4.7667839384126745e-17,1.0,0.0,0.0,0.0,0.0,-2.722174141711792e-17,1.2841298972969336e-16,3.655674046216718e-17
113,0.0133,1300,global,6.880795548080403e-17,1.0,0.0,0.0,0.0,0.0,-1.2386265229128941e-17,8.458432736220171e-17,-2.3675365412293984e-16
114,0.0133,1400,global,-7.437736321823978e-17,1.0,0.0,0.0,0.0,0.0,-1.2026213385560446e-16,-2.446701349466558e-16,2.3464132663490004e-16
115,0.0133,1500,global,-9.068537543243572e-17,1.0,0.0,0.0,0.0,0.0,4.266741373764291e-17,-1.2088826149392774e-16,-9.659393454287664e-17
116,0.0133,1600,global,1.4384981907018232e-16,1.0,0.0,0.0,0.0,0.0,-1.4175756101486779e-16,2.1328258017426291e-16,1.32660011026347e-16
117,0.0133,1700,global,1.1528514575182162e-17,1.0,0.0,0.0,0.0,0.0,-4.266741373764291e-17,6.098387810720931e-18,2.0396599986113082e-16
118,0.0133,1800,global,-3.040405284807181e-17,1.0,0.0,0.0,0.0,0.0,-1.0561206401999104e-16,9.99010626608842e-19,1.3504435791441442e-16
119,0.0133,1900,global,5.12773216023703e-17,1.0,0.0,0.0,0.0,0.0,2.347979534533543e-16,-1.4066931692367883e-16,-1.8589900601867712e-16
120,0.0133,2000,global,-1.5662963883432394e-16,1.0,0.0,0.0,0.0,0.0,-2.680924978925395e-17,-1.1572932767734929e-17,2.0396599986113082e-16
121,0.0133,2100,global,-8.86173472926971e-17,1.0,0.0,0.0,0.0,0.0,1.729181607951206e-16,1.224294397271594e-16,2.0396599986113082e-16
122,0.0133,2200,global,-2.0870262437587143e-16,1.0,0.0,0.0,0.0,0.0,-1.7410701127570807e-16,-1.3451137754041432e-16,1.7598099497617504e-16
123,0.0133,2300,global,-8.6444685424803e-17,1.0,0.0,0.0,0.0,0.0,1.9560243843497142e-16,-3.9706638619028003e-17,4.874232061622291e-17
124,0.0133,2400,global,3.2559095724380656e-17,1.0,0.0,0.0,0.0,0.0,1.0214955436862091e-16,-2.0347924714975263e-16,-2.0396599986113082e-16
125,0.0133,2500,global,1.9394627686026044e-16,1.0,0.0,0.0,0.0,0.0,1.2386265229128941e-17,-1.636407930784181e-16,2.3464132663490004e-16
126,0.0133,2600,global,4.6553909935639167e-17,1.0,0.0,0.0,0.0,0.0,-1.7410701127570807e-16,3.9706638619028003e-17,8.097130604932826e-17
127,0.0133,2700,global,4.481756907396242e-18,1.0,0.0,0.0,0.0,0.0,1.1204041062947045e-17,-1.2657075406884406e-16,1.3504435791441442e-16
128,0.0133,2800,global,-4.981384649637386e-17,1.0,0.0,0.0,0.0,0.0,-1.4175756101486779e-16,-6.796885898272949e-17,-1.775652405922049e-16
129,0.0133,2900,global,1.5922117183709182e-16,1.0,0.0,0.0,0.0,0.0,5.610205571218249e-17,-3.0642974261316347e-17,-2.788485090280157e-16
130,0.0133,3000,global,-8.844449697873762e-17,1.0,0.0,0.0,0.0,0.0,2.3534719654263883e-16,5.4460580744429907e-17,-2.0993515866064831e-16
131,0.0133,3100,global,3.2953009385125903e-17,1.0,0.0,0.0,0.0,0.0,-4.83046769485173e-17,-6.098387810720931e-18,7.239957047211685e-17
132,0.0133,3200,global,-2.0803077189888752e-17,1.0,0.0,0.0,0.0,0.0,1.9518994680710743e-16,1.2930433177384622e-16,1.4890958093553304e-16
133,0.0133,3300,global,-8.2859279898886e-17,1.0,0.0,0.0,0.0,0.0,-1.1204041062947045e-17,5.498409856509195e-17,1.3504435791441442e-16
134,0.0133,3400,global,-1.1131996014395746e-16,1.0,0.0,0.0,0.0,0.0,-1.4175756101486779e-16,2.25327083126778e-16,4.2824396210874413e-16
135,0.0133,3500,global,1.5309437244058286e-16,1.0,0.0,0.0,0.0,0.0,1.59483518820581e-16,1.3439653973222736e-16,-6.439595636191776e-17
136,0.0133,3600,global,-1.664230946679388e-16,1.0,0.0,0.0,0.0,0.0,-2.0325592948624062e-16,-7.406724679345041e-17,1.7598099497617504e-16
137,0.0133,3700,global,-2.0490474242830114e-16,1.0,0.0,0.0,0.0,0.0,1.2386265229128941e-17,-1.5506299491517266e-17,-3.731333984660769e-17
138,0.0133,3800,global,-1.2284847471913963e-16,1.0,0.0,0.0,0.0,0.0,-1.7410701127570807e-16,-1.3816020604709824e-16,1.1283871261856127e-16
139,0.0133,3900,global,8.6444685424803e-17,1.0,0.0,0.0,0.0,0.0,-5.610205571218249e-17,2.6635527919680998e-17,-5.4570546780402344e-17
140,0.0133,4000,global,-1.2498903853821398e-16,1.0,0.0,0.0,0.0,0.0,4.2925221005057875e-17,1.5506299491517266e-17,-1.639929250824034e-16
141,0.0133,4100,global,1.5580148410426552e-16,1.0,0.0,0.0,0.0,0.0,1.9518994680710743e-16,2.487357268204698e-16,-2.0311962386482548e-17
142,0.0133,4200,global,6.008227791670227e-17,1.0,0.0,0.0,0.0,0.0,2.219125545680992e-16,-1.2088826149392774e-16,-1.5725327820572235e-16
143,0.0133,4300,global,-5.813933973220952e-17,1.0,0.0,0.0,0.0,0.0,-2.8864283087345793e-16,1.3439653973222736e-16,6.228362887387794e-17
144,0.0133,4400,global,1.400606871598381e-16,1.0,0.0,0.0,0.0,0.0,6.623114264923256e-17,-1.4303891629567495e-16,1.5881638950336706e-16
145,0.0133,4500,global,5.21348980235839e-17,1.0,0.0,0.0,0.0,0.0,2.8864283087345793e-16,-1.447349087974928e-16,1.2150304965675937e-16
146,0.0133,4600,global,5.3121360886663094e-17,1.0,0.0,0.0,0.0,0.0,1.4175756101486779e-16,-1.2165885061054358e-16,2.0396599986113082e-16
147,0.0133,4700,global,2.1169046231413558e-16,1.0,0.0,0.0,0.0,0.0,1.0561206401999104e-16,8.475475263638257e-17,-1.775652405922049e-16
148,0.0133,4800,global,-2.7807454730051766e-17,1.0,0.0,0.0,0.0,0.0,3.023954860503533e-16,-3.461359458972629e-17,3.731333984660769e-17
149,0.0133,4900,global,1.139678676171246e-16,1.0,0.0,0.0,0.0,0.0,1.4175756101486779e-16,6.730057752041117e-17,1.32660011026347e-16
150,0.0133,5000,global,-8.2859279898886e-17,1.0,0.0,0.0,0.0,0.0,-1.0214955436862091e-16,6.938722343325075e-17,-1.3143648561764245e-17
151,0.0133,5100,global,-2.554031515231474e-16,1.0,0.0,0.0,0.0,0.0,-2.722174141711792e-17,1.0692314023564213e-16,2.7195466648150776e-16
152,0.0133,5200,global,1.722887179999093e-16,1.0,0.0,0.0,0.0,0.0,-8.106661883722155e-17,5.802223828341816e-17,1.6582501378293374e-16
153,0.0133,5300,global,2.9972283915738227e-17,1.0,0.0,0.0,0.0,0.0,2.722174141711792e-17,-6.311528231271985e-17,1.2150304965675937e-16
154,0.0133,5400,global,2.0442778001523567e-16,1.0,0.0,0.0,0.0,0.0,-1.4134506938700382e-16,1.3451137754041432e-16,2.0396599986113082e-16
155,0.0133,5500,global,-4.1916820145421113e-17,1.0,0.0,0.0,0.0,0.0,-2.3508938927522384e-16,-1.440341270293976e-16,-8.882913117432215e-17
156,0.0133,5600,global,1.1869039470018086e-16,1.0,0.0,0.0,0.0,0.0,-1.2026213385560446e-16,-5.498409856509195e-17,2.0396599986113082e-16
157,0.0133,5700,global,7.437736321823978e-17,1.0,0.0,0.0,0.0,0.0,1.7410701127570807e-16,6.730057752041117e-17,1.2150304965675937e-16
158,0.0133,5800,global,-2.1308092500988727e-16,1.0,0.0,0.0,0.0,0.0,-2.3591885866822634e-16,1.440341270293976e-16,-1.775652405922049e-16
159,0.0133,5900,global,-8.531450644589124e-17,1.0,0.0,0.0,0.0,0.0,4.2925221005057875e-17,-1.6305050846188294e-16,-6.439595636191776e-17
160,0.0133,6000,global,2.348153685235053e-17,1.0,0.0,0.0,0.0,0.0,1.7410701127570807e-16,2.7843066676162496e-16,1.639929250824034e-16
161,0.0133,6100,global,-5.569993734012179e-17,1.0,0.0,0.0,0.0,0.0,-2.347979534533543e-16,-2.446701349466558e-16,2.5853654664153315e-16
162,0.0133,6200,global,6.008227791670227e-17,1.0,0.0,0.0,0.0,0.0,1.7410701127570807e-16,-2.2569936045867038e-17,1.5881638950336706e-16
163,0.0133,6300,global,8.2859279898886e-17,1.0,0.0,0.0,0.0,0.0,-2.347979534533543e-16,4.9641787095844793e-17,4.874232061622291e-17
164,0.0133,6400,global,5.1333407574652924e-17,1.0,0.0,0.0,0.0,0.0,6.293868197136267e-17,-8.104980742259325e-17,-4.0623924772965095e-17
165,0.0133,6500,global,4.576794455094283e-18,1.0,0.0,0.0,0.0,0.0,-2.722174141711792e-17,1.554439558888888e-16,2.0396599986113082e-16
166,0.0133,6600,global,-1.911677722453144e-16,1.0,0.0,0.0,0.0,0.0,3.767403159361392e-17,1.3063634594265802e-16,7.276072904053646e-17
167,0.0133,6700,global,2.8973690198463667e-17,1.0,0.0,0.0,0.0,0.0,-6.623114264923256e-17,3.1575454871400085e-17,-1.639929250824034e-16
168,0.0133,6800,global,1.6529291568902707e-16,1.0,0.0,0.0,0.0,0.0,4.913587992397594e-17,-7.345281530706469e-17,2.4210698593932784e-16
169,0.0133,6900,global,2.9972283915738227e-17,1.0,0.0,0.0,0.0,0.0,2.722174141711792e-17,-4.46465655707471e-17,-3.1059213474217975e-18
170,0.0133,7000,global,-4.6735013357680805e-17,1.0,0.0,0.0,0.0,0.0,-1.5449013667655203e-16,5.2690981001205246e-17,2.8549597473916274e-16
