,Unnamed: 0,stdWeights,<BH>,var(BH),<A>,var(A),sigma_star,balance
0,0,0.001,0.0,0.0,0.9976999999999996,0.0,0.01,0.0
1,1,0.0012,0.0,0.0,0.9976999999999996,0.0,0.011999999999999999,2.1101712835646862e-150
2,2,0.0013,0.0,0.0,0.9976999999999996,0.0,0.013,7.722323846736764e-233
3,3,0.0015,0.0,0.0,0.9976999999999996,0.0,0.015,6.647997085004586e-149
4,4,0.0018,0.0,0.0,0.9976999999999996,0.0,0.018,3.4695623005800756e-49
5,5,0.0021,0.0,0.0,0.9976999999999996,0.0,0.020999999999999998,8.722256621027188e-11
6,6,0.0024,0.0,0.0,0.9976999999999996,0.0,0.023999999999999997,1.0000000000000004
7,7,0.0028,0.0,0.0,0.9976999999999996,0.0,0.027999999999999997,2.4756361644755163e-09
8,8,0.0032,0.0,0.0,0.9976999999999996,0.0,0.032,5.590098407950298e-18
9,9,0.0037,0.0,0.0,0.9976999999999996,0.0,0.037,2.2172220611456183e-09
10,10,0.0043,0.0,0.0,0.9976999999999996,0.0,0.043,1.0000000000000007
11,11,0.005,0.0,0.0,0.9976999999999996,0.0,0.049999999999999996,0.9999999999999998
12,12,0.0057,0.0,0.0,0.9976999999999996,0.0,0.057,1.0
13,13,0.0066,0.0,0.0,0.9976999999999996,0.0,0.06599999999999999,1.0000000000058367
14,14,0.0077,0.0,0.0,0.9976999999999996,0.0,0.077,1.0000000000000002
15,15,0.0089,0.0,0.0,0.9976999999999996,0.0,0.089,1.0000000000000002
16,16,0.0103,0.0,0.0,0.9976999999999996,0.0,0.103,1.0000000000000002
17,17,0.0119,0.0,0.0,0.9976999999999996,0.0,0.11900000000000001,1.0000000000000002
18,18,0.0138,0.0,0.0,0.9976999999999996,0.0,0.13799999999999998,0.999999999999572
19,19,0.0159,0.0,0.0,0.9976999999999996,0.0,0.159,0.9999999996811164
20,20,0.0184,0.0,0.0,0.9976999999999996,0.0,0.184,0.9999999451367214
21,21,0.0213,0.0,0.0,0.9976999999999996,0.0,0.213,0.9999973317888424
22,22,0.0247,0.0,0.0,0.9976999999999996,0.0,0.247,0.9999484713385274
23,23,0.0286,0.0,0.0,0.9976969999999996,0.0,0.286,0.9995286016839497
24,24,0.033,0.0,0.0,0.9976839999999996,0.0,0.33,0.9975569151728397
25,25,0.0382,0.0,0.0,0.997639,0.0,0.38199999999999995,0.991150161352996
26,26,0.0442,0.0,0.0,0.9975090000000004,0.0,0.442,0.9763299803271618
27,27,0.0512,0.0,0.0,0.997204,0.0,0.512,0.94919521470774
28,28,0.0592,0.0,0.0,0.996445,0.0,0.592,0.9088168199188753
29,29,0.0685,0.0,0.0,0.9948659999999998,0.0,0.685,0.855669800175008
30,30,0.0792,0.0,0.0,0.991693,0.0,0.792,0.793276474965162
31,31,0.0916,0.0,0.0,0.985599,0.0,0.9159999999999999,0.7250363588131389
32,32,0.106,0.0,0.0,0.9748279999999998,0.0,1.0599999999999998,0.6545217273714535
33,33,0.1226,7.026278322366142e-06,7.734411973258542e-10,0.958153001998002,1.4999985029955065e-06,1.226,0.5853057693327921
34,34,0.1419,7.026278322366142e-06,7.734411973258541e-10,0.934090999000999,1.4999985029955065e-06,1.4189999999999998,0.5190165152248792
35,35,0.1641,1.3566529816902016e-05,1.966504853184582e-09,0.9034465004995006,4.248997755491264e-06,1.6409999999999998,0.4577304049734112
36,36,0.1899,0.0092053760104768,0.0083232672781799,0.867383834165834,8.470993541922615e-06,1.899,0.40152370679369515
37,37,0.2197,0.0360435445669467,0.0311132408198303,0.827486000999001,2.2612308770150933e-05,2.197,0.35101027867643925
38,38,0.2541,0.0456097072422144,0.0393705405206141,0.7869102487512488,8.146272708311164e-05,2.541,0.3060836318705021
39,39,0.294,0.1913652175435059,0.1381247012093046,0.7480698351648349,0.0001723239537685,2.9399999999999995,0.26624592879362985
40,40,0.3401,0.3046617105730672,0.1888322047228571,0.7123406583416583,0.0003270493761982,3.401,0.23126591258142026
41,41,0.3935,0.3490531217530372,0.1994313880449292,0.679585894105894,0.0006913121623631,3.935,0.20060456836466323
42,42,0.4552,0.4682369785924258,0.219893819050176,0.6509624265734266,0.0011449801467263,4.552,0.17388246528041928
43,43,0.5266,0.5294255944190644,0.221779111943462,0.6258847472527473,0.0031024554566312,5.265999999999999,0.1506105134934454
44,44,0.6093,0.6983719016563731,0.1814086996388883,0.604119943056943,0.0059399304292111,6.092999999999999,0.1303654981460583
45,45,0.7049,0.7977884986400195,0.1395502982904479,0.5852714655344656,0.010339698535231,7.0489999999999995,0.11281264390731138
46,46,0.8154,0.863532883325747,0.1028704458408411,0.5690681488511489,0.0170400888542027,8.154,0.09760718480385988
47,47,0.9434,0.9600758115514268,0.0291257372663424,0.5552366253746254,0.0217435823297581,9.434,0.08441731140634567
48,48,1.0914,0.9332929882408644,0.0553818564018286,0.5437358061938062,0.0273529621088202,10.913999999999998,0.07300435793279436
49,49,1.2626,0.9833920880837418,0.0098324975676398,0.533620949050949,0.0328691025298377,12.626,0.06312776572035583
50,50,1.4607,0.994079857706218,8.475035431156513e-06,0.5247965584415585,0.03706462826085,14.607000000000001,0.054580799775005406
51,51,1.6898,0.9944601930747032,2.6044949404889105e-06,0.517325053946054,0.041376621276825,16.898,0.047190146320306214
52,52,1.955,0.9944705493410524,2.681110517129539e-06,0.5106791208791208,0.0443672504298897,19.55,0.040794719415776226
53,53,2.2617,0.9942209069196808,2.7980699155155536e-06,0.5048815694305695,0.0472933953319407,22.616999999999997,0.03526659900353357
54,54,2.6165,0.9944852276744328,2.1713953491387504e-06,0.5001301748251749,0.0495655700383532,26.164999999999996,0.030486923733238525
55,55,3.027,0.9943473313621708,2.5874032140077567e-06,0.4958775234765234,0.051325862455227,30.27,0.026354127925180937
56,56,3.5019,0.9943792043674888,2.3353825740469106e-06,0.4923397882117881,0.0525424185285244,35.019,0.0227812369315899
57,57,4.0513,0.9944772727580852,1.6013425983816332e-06,0.4892688521478521,0.0548862847861429,40.513,0.01969253194674514
58,58,4.6869,0.9942069145922902,3.363556407955985e-06,0.486553869130869,0.0546546524763947,46.86899999999999,0.017022424809970182
