,stdWeights,<A>,var(A),<BH>,var(BH)
34,0.1419,0.963744001998002,7.332651364619397e-06,0.00919284320325118,0.008340961537179175
35,0.1641,0.940529000999001,1.1500986525961557e-05,1.5689009329045964e-05,3.639899280377579e-09
36,0.1899,0.910254001998002,1.9666315702279742e-05,0.018365327678690008,0.01648621120193096
37,0.2197,0.8738485054945053,5.395734734795673e-05,0.08200458518544913,0.06794669202231537
38,0.2541,0.8342822277722278,6.697627247876999e-05,0.06459147585993202,0.055307027644634806
39,0.294,0.7936777002997003,0.0002855907728634,0.06473579419587612,0.05544887334246964
40,0.3401,0.7561278961038961,0.0005516297049603,0.221533981866562,0.15539434357719265
41,0.3935,0.7206426733266734,0.0017715632339688,0.40339579186075847,0.21596168455132603
42,0.4552,0.6886536883116884,0.0045527967257517,0.5311349570291424,0.22213370417636738
43,0.5266,0.6609566513486513,0.0096615288208295,0.7572200422485941,0.16208613548292136
44,0.6093,0.6364955344655345,0.0174107846958235,0.9124735736335582,0.0636205605728396
45,0.7049,0.6153778761238762,0.0256756071540846,0.9414595391556303,0.04683833201957987
46,0.8154,0.5973772027972029,0.0340181956984075,0.9835969653892498,0.009814413561260059
47,0.9434,0.58189996003996,0.0406361574728967,0.9944973199218873,2.1310495197555718e-06
48,1.0914,0.5690347812187813,0.0456749268194343,0.993928110114195,1.3522641492884952e-05
49,1.2626,0.5577991428571429,0.0512428938414232,0.9939943706504709,3.0121668881666477e-06
50,1.4607,0.5482436223776223,0.0541569201787225,0.9944004998023636,1.97427230937677e-06
51,1.6898,0.5399694165834166,0.056981295188328,0.9943061495930212,3.463129904797508e-06
52,1.955,0.5328038241758243,0.0590496296790122,0.9942111077154483,2.643898392443666e-06
53,2.2617,0.526875016983017,0.0623984938937188,0.9940284206006403,3.2327097159398192e-06
54,2.6165,0.5215694505494507,0.0643318272935856,0.9942490367258365,3.2113983561761365e-06
55,3.027,0.5172420599400599,0.06587885679156,0.9941952598197803,3.0174225275652846e-06
56,3.5019,0.513431042957043,0.0669312307552584,0.9942663999206351,2.3232001638202484e-06
57,4.0513,0.5100961878121879,0.0678815039505946,0.9944943161523669,2.0939639136538324e-06
58,4.6869,0.5073875104895105,0.0692937125332209,0.9942014247289575,2.4005093898418226e-06
59,5.4222,0.5049116143856145,0.070662303470755,0.994160719992056,3.1254374193013744e-06
60,6.2729,0.5030417102897102,0.0711645025344286,0.9943668992389503,2.802536402731258e-06
61,7.257,0.5011953286713287,0.0721495712439409,0.9941906897802955,2.8544240969985344e-06
62,8.3956,0.4995596663336663,0.0730466426600374,0.9940524317600519,4.112634683700091e-06
63,9.7127,0.4982646933066932,0.0729093544936583,0.9939783943468747,3.3812781376838935e-06
64,11.2365,0.4970937862137862,0.0734030834580006,0.994490986968644,2.2463306473637535e-06
65,12.9994,0.4960609410589411,0.0735373810086019,0.9944852727171546,2.2013030992328095e-06
66,15.0389,0.4951554045954046,0.0740188896538028,0.9941124760562384,2.382667582914813e-06
67,17.3983,0.4944070249750251,0.0739749037495971,0.9941371699089957,3.992239984701127e-06
68,20.1279,0.4938214865134865,0.0744482210696397,0.9942859299662763,3.3070790721777113e-06
69,23.2857,0.4932991068931069,0.07435493871563,0.9944682317673242,2.9840751283179308e-06
70,26.9389,0.4928372547452547,0.0740668581847723,0.9940597586941791,3.9898322854559125e-06
71,31.1653,0.4924661958041958,0.0747036921799479,0.9943784999534299,2.2488395869348955e-06
72,36.0547,0.4921074445554446,0.0744564425584406,0.9943083760243242,2.4958772616294417e-06
73,41.7112,0.4918389370629371,0.0746591661605128,0.994609132666227,1.689017260557191e-06
74,48.2552,0.4915695524475525,0.0747627999692615,0.9942186564575196,3.175815390669827e-06
75,55.8259,0.4913111988011988,0.074964327772128,0.9941002941663467,4.6912959294071775e-06
76,64.5842,0.491110017982018,0.0753252248850051,0.9941685025021649,2.305153152594299e-06
77,74.7167,0.4909666053946053,0.0748762754368509,0.9941685370592492,2.5129067192493746e-06
78,86.4388,0.490790043956044,0.0755539825249676,0.9941464136919546,2.0022000806923486e-06
79,100.0,0.4906578581418581,0.0756183625205963,0.9944668029894906,2.5139912582614103e-06
