,stdWeights,<A>,var(A),<BH>,var(BH)
66,15.0389,0.4844061898101898,0.0774606999474052,0.9943133125805974,2.7933164174315884e-06
67,17.3983,0.4851637882117882,0.0769302253750245,0.9945771460098476,2.941098019058707e-06
68,20.1279,0.48575402997003,0.0763231538092277,0.9941255447581239,2.124620157268136e-06
69,23.2857,0.4863310489510488,0.0764358811498192,0.9947019440876943,2.238626366353831e-06
70,26.9389,0.4868735624375624,0.0772944676382558,0.994305023947108,3.7438705826354874e-06
71,31.1653,0.4872289290709291,0.0766306020932114,0.9943032718299384,3.1452345686507754e-06
72,36.0547,0.4875870949050949,0.0766274455494555,0.9946340194395026,1.6402723425506642e-06
73,41.7112,0.4878699680319681,0.0771745045044865,0.9942649951474007,4.09428571466831e-06
74,48.2552,0.4881497562437563,0.0757751701165967,0.9944209256615447,1.7893961816772484e-06
75,55.8259,0.4883922577422578,0.0764967310811067,0.994291142375968,3.3059932699144744e-06
76,64.5842,0.4885724695304694,0.0756159399321957,0.9941225524103642,2.983437070530591e-06
77,74.7167,0.4887437062937061,0.07614445636681,0.9944342201813459,1.6776484338746196e-06
78,86.4388,0.4889304275724275,0.0758411131805258,0.9940729033053217,2.98293802511914e-06
79,100.0,0.4890868131868132,0.0753578469841846,0.994127894893762,2.9037764569235215e-06
