,stdWeights,<A>,var(A),<BH>,var(BH),sigma_star,balance
32,0.106,0.99963,0.0,0.0,0.0,1.0599999999999998,0.654521727371446
33,0.1226,0.99858,0.0,0.0,0.0,1.226,0.5853057693327919
34,0.1419,0.9957849950049952,2.4999975049925096e-06,1.1710463870610238e-06,1.3576361442421902e-10,1.4189999999999998,0.519016515224879
35,0.1641,0.98922000999001,9.99999001997004e-06,4.684185548244095e-06,5.265982620090917e-10,1.6409999999999998,0.457730404973411
36,0.1899,0.9766549650349649,3.2509947594862674e-05,1.0539417483549213e-05,1.1231353556912668e-09,1.899,0.4015237067936949
37,0.2197,0.95760997002997,4.833160845148857e-05,0.009200398402508097,0.008342646783404026,2.197,0.3510102786764392
38,0.2541,0.93019997002997,9.99999001997004e-05,4.21370527502634e-05,1.3397785279541568e-08,2.541,0.3060836318705021
39,0.294,0.8960358241758242,0.0003424306961769,0.054823031425901156,0.04692986850699728,2.9399999999999995,0.2662459287936297
40,0.3401,0.8573744355644357,0.0015527636000363,0.17401583813761257,0.12873828476137442,3.401,0.2312659125814202
41,0.3935,0.8158561938061938,0.0033730494680145,0.29086383083430273,0.1803093234886223,3.935,0.2006045683646631
42,0.4552,0.7759896403596404,0.0088699393114378,0.5047282023427715,0.21831446911896946,4.552,0.1738824652804191
43,0.5266,0.7389368531468531,0.0182105132030806,0.7406470715175846,0.1650667707731266,5.265999999999999,0.1506105134934452
44,0.6093,0.7067708391608392,0.0316239071617693,0.9263903355860782,0.05532379979818132,6.092999999999999,0.130365498146058
45,0.7049,0.6778170029970029,0.0430221749878493,0.9767552040269958,0.012740502347131342,7.049,0.1128126439073111
46,0.8154,0.6532785514485516,0.0517165910213662,0.9840551865379749,0.009792928257747868,8.154,0.0976071848038596
47,0.9434,0.6311217682317684,0.0596664055025893,0.9941879556798751,2.789008790088953e-06,9.434,0.0844173114063452
48,1.0914,0.6126382917082916,0.0662075961201635,0.9945368910756064,2.633500590085457e-06,10.913999999999998,0.0730043579327941
49,1.2626,0.5967439860139859,0.0703760973891243,0.9943477158643556,2.177563915482525e-06,12.626,0.0631277657203553
50,1.4607,0.5831122177822177,0.0742779512794897,0.9942879930712443,2.1146556324970053e-06,14.607,0.0545807997750049
51,1.6898,0.5712933366633366,0.0776350078692536,0.994214650194008,2.8808537763584434e-06,16.898,0.0471901463203058
52,1.955,0.5611516883116884,0.0800190263881972,0.993953723803496,3.6850930508347625e-06,19.55,0.0407947194157756
53,2.2617,0.5526737662337663,0.0819893548409632,0.9944178200608801,2.2941790761928494e-06,22.617,0.0352665990035331
54,2.6165,0.5452366933066933,0.0847616019145689,0.9941034853231048,4.375117154287742e-06,26.165,0.030486923733238
55,3.027,0.5390219380619381,0.0863002003790415,0.9943126952225364,1.8920073980644927e-06,30.27,0.0263541279251804
56,3.5019,0.5336993306693307,0.0881506640612135,0.9943716245846436,2.1902635306315106e-06,35.019,0.0227812369315893
57,4.0513,0.5291379620379622,0.0894184998617765,0.9942864909351015,3.480295044288664e-06,40.513,0.0196925319467447
58,4.6869,0.525241998001998,0.0907920498881737,0.9941190168910901,2.3888888710747135e-06,46.86899999999999,0.0170224248099696
59,5.4222,0.5219041658341658,0.0906594710983322,0.9943168419685814,2.3783960523131443e-06,54.222,0.0147143102790082
60,6.2729,0.5189637562437563,0.0921588095221461,0.9943307785764418,2.288199322094775e-06,62.729,0.0127190098219283
61,7.257,0.5164476623376624,0.0924333304856981,0.994285896780687,1.797161749843685e-06,72.57,0.0109943407848368
62,8.3956,0.5143071828171828,0.0934850803741712,0.9943352172075383,3.339648695864389e-06,83.95599999999999,0.0095033790910153
63,9.7127,0.5124266733266734,0.0939363669696936,0.994238816729744,2.66980947931191e-06,97.127,0.0082147133609192
64,11.2365,0.5107930869130869,0.0942137827207757,0.9943006959111205,2.76784391266573e-06,112.365,0.0071007344684167
65,12.9994,0.5095516183816183,0.0943105639415529,0.9943513328816392,2.3960558276809545e-06,129.994,0.0061377962941543
66,15.0389,0.5083582117882117,0.0952119055170603,0.9941710596186104,3.4944404316719315e-06,150.38899999999998,0.0053054324526497
67,17.3983,0.5074168331668332,0.0948667560212015,0.9944668473818489,1.8031457463045165e-06,173.98299999999998,0.0045859662592508
68,20.1279,0.5065151648351648,0.0951564379676267,0.9943285461710751,4.938474047843257e-06,201.279,0.0039640562523272
69,23.2857,0.5057502597402598,0.0956815845493168,0.9941461929732927,3.3460730527921504e-06,232.857,0.0034264896838097
70,26.9389,0.5051057542457543,0.0961667896738626,0.9946026426607996,1.5138954838103906e-06,269.389,0.0029618237135498
71,31.1653,0.5045181618381618,0.0961427026120732,0.9943420490803558,3.0397899811031966e-06,311.653,0.0025601652853341
72,36.0547,0.5040918681318681,0.0970031082204509,0.9942430756967893,3.1716349052866276e-06,360.547,0.0022129806594674
73,41.7112,0.5036071228771228,0.0963417969842345,0.9945361546078704,1.4380833516385005e-06,417.112,0.0019128766289846
74,48.2552,0.5032415484515484,0.0964328135600663,0.994035932994301,3.250066526366427e-06,482.552,0.0016534673770256
75,55.8259,0.5028614785214787,0.095987513685116,0.9940845430013736,2.617197163216425e-06,558.2589999999999,0.0014292364907834
76,64.5842,0.5026887712287713,0.0963335497868764,0.9943091142560293,2.1207776353396085e-06,645.8419999999999,0.0012354170865162
77,74.7167,0.5023412287712288,0.096381742852552,0.994198034090354,3.0435796138708545e-06,747.167,0.0010678795002944
78,86.4388,0.5022611788211788,0.0973202625546281,0.9942983515852143,2.8397077005412118e-06,864.3879999999999,0.0009230627713744
79,100.0,0.5019775324675324,0.0963469582365686,0.9942186873150307,2.1958706521218455e-06,1000.0,0.0007978844278221
