,K,delay,N,<C>
559,8.0,-2.0,10000.0,0.9145249345408638
560,8.0,-18.0,10000.0,0.0324088724047686
561,8.0,-18.0,10000.0,0.0284729145638115
562,8.0,-18.0,10000.0,0.0148177239730039
563,8.0,-18.0,10000.0,0.010038564282721
564,8.0,-18.0,10000.0,0.0060397165870093
565,8.0,-18.0,10000.0,0.0227815903244669
566,8.0,-18.0,10000.0,0.0234720499056354
567,8.0,-18.0,10000.0,0.0536562838922062
568,8.0,-18.0,10000.0,0.0419869911239653
569,8.0,-18.0,10000.0,-0.0031529358980395
570,8.0,-18.0,10000.0,0.020431404744691
571,8.0,-18.0,10000.0,0.0065534652890738
572,8.0,-18.0,10000.0,0.0485834152473098
573,8.0,-18.0,10000.0,-0.0068426918181734
574,8.0,-18.0,10000.0,0.0161567187994836
575,8.0,-18.0,10000.0,0.0316277713844182
576,8.0,-18.0,10000.0,0.025163540662279
577,8.0,-18.0,10000.0,0.0436810386390956
578,8.0,-18.0,10000.0,0.0188798272491621
579,8.0,-18.0,10000.0,0.0237598807443982
580,8.0,-14.0,10000.0,0.0894570290223046
581,8.0,-14.0,10000.0,0.1024853693675752
582,8.0,-14.0,10000.0,0.1118737140128187
583,8.0,-14.0,10000.0,0.0740277605057284
584,8.0,-14.0,10000.0,0.0840900171053604
585,8.0,-14.0,10000.0,0.1093984558858862
586,8.0,-14.0,10000.0,0.1045329296110954
587,8.0,-14.0,10000.0,0.096409996467538
588,8.0,-14.0,10000.0,0.096330209929396
589,8.0,-14.0,10000.0,0.1061430992094719
590,8.0,-14.0,10000.0,0.1171852297275158
591,8.0,-14.0,10000.0,0.1253134366818701
592,8.0,-14.0,10000.0,0.0989815151662956
593,8.0,-14.0,10000.0,0.094972872554536
594,8.0,-14.0,10000.0,0.0941432909731368
595,8.0,-14.0,10000.0,0.110778091832478
596,8.0,-14.0,10000.0,0.1012961538749634
597,8.0,-14.0,10000.0,0.0958857608100217
598,8.0,-14.0,10000.0,0.102478579802767
599,8.0,-14.0,10000.0,0.0839929269128533
600,16.0,-6.0,10000.0,0.2212995830679696
601,16.0,-6.0,10000.0,0.1961982252545782
602,16.0,-6.0,10000.0,0.2093031713795617
603,16.0,-6.0,10000.0,0.2154933642856292
604,16.0,-6.0,10000.0,0.2060760253053122
605,16.0,-6.0,10000.0,0.1690043320889711
606,16.0,-6.0,10000.0,0.1662011210917251
607,16.0,-6.0,10000.0,0.1769503223529722
608,16.0,-6.0,10000.0,0.1432831696796437
609,16.0,-6.0,10000.0,0.204106980082502
610,16.0,-6.0,10000.0,0.1939544208436953
611,16.0,-6.0,10000.0,0.2123886736629567
612,16.0,-6.0,10000.0,0.1955908398631369
613,16.0,-6.0,10000.0,0.1597005904200693
614,16.0,-6.0,10000.0,0.198643096155688
615,16.0,-6.0,10000.0,0.2060375290531961
616,16.0,-6.0,10000.0,0.2310767203851237
617,16.0,-6.0,10000.0,0.1882445303613874
618,16.0,-6.0,10000.0,0.2031093847616257
619,16.0,-6.0,10000.0,0.1783240749803846
620,16.0,-2.0,10000.0,0.3936055961941369
621,16.0,-2.0,10000.0,0.3771152861707944
622,16.0,-2.0,10000.0,0.4391617141621807
623,16.0,-2.0,10000.0,0.3743301386041839
624,16.0,-2.0,10000.0,0.3596513272104798
625,16.0,-2.0,10000.0,0.3341754341750046
626,16.0,-2.0,10000.0,0.3047082293063029
627,16.0,-2.0,10000.0,0.4082892327817237
628,16.0,-2.0,10000.0,0.3378636085569882
629,16.0,-2.0,10000.0,0.483549553162777
630,16.0,-2.0,10000.0,0.3899890587665875
631,16.0,-2.0,10000.0,0.4294429679971226
632,16.0,-2.0,10000.0,0.418326557214578
633,16.0,-2.0,10000.0,0.3803644961849668
634,16.0,-2.0,10000.0,0.3651510904939149
635,16.0,-2.0,10000.0,0.4259670497668129
636,16.0,-2.0,10000.0,0.3826058661454133
637,16.0,-2.0,10000.0,0.3438649682724181
638,16.0,-2.0,10000.0,0.4941902332417854
639,16.0,-2.0,10000.0,0.3483907817538622
640,16.0,-10.0,10000.0,0.1353785647646451
641,16.0,-10.0,10000.0,0.1381777091911333
642,16.0,-10.0,10000.0,0.1493129000789838
643,16.0,-10.0,10000.0,0.1270588656561892
644,16.0,-10.0,10000.0,0.15582415257039
645,16.0,-10.0,10000.0,0.0834044369318244
646,16.0,-10.0,10000.0,0.0979682960760808
647,16.0,-10.0,10000.0,0.1130302385914363
648,16.0,-10.0,10000.0,0.086481498890802
649,16.0,-10.0,10000.0,0.1463691934046621
650,16.0,-10.0,10000.0,0.1252670974394599
651,16.0,-10.0,10000.0,0.1223184137149313
652,16.0,-10.0,10000.0,0.1175497557116266
653,16.0,-10.0,10000.0,0.1101972736426194
654,16.0,-10.0,10000.0,0.1442152829154033
655,16.0,-10.0,10000.0,0.144712329860847
656,16.0,-10.0,10000.0,0.1460118643863925
657,16.0,-10.0,10000.0,0.1504884515044185
658,16.0,-10.0,10000.0,0.1127737574120717
659,16.0,-10.0,10000.0,0.0927500034618456
660,16.0,-14.0,10000.0,0.0704631586945046
661,16.0,-14.0,10000.0,0.0593886725256866
662,16.0,-14.0,10000.0,0.0850669158285919
663,16.0,-14.0,10000.0,0.0817422981933202
664,16.0,-14.0,10000.0,0.0684694235745792
665,16.0,-14.0,10000.0,0.0593485583678392
666,16.0,-14.0,10000.0,0.0572954358475311
667,16.0,-14.0,10000.0,0.0567860491336677
668,16.0,-14.0,10000.0,0.0502750362730584
669,16.0,-14.0,10000.0,0.0607065403409345
670,16.0,-14.0,10000.0,0.0868498204061553
671,16.0,-14.0,10000.0,0.1017461679514844
672,16.0,-14.0,10000.0,0.0716301009342721
673,16.0,-14.0,10000.0,0.0450863545298372
674,16.0,-14.0,10000.0,0.0901565102316458
675,16.0,-14.0,10000.0,0.089486949546014
676,16.0,-14.0,10000.0,0.0605740692889383
677,16.0,-14.0,10000.0,0.0767222805497997
678,16.0,-14.0,10000.0,0.061621909252791
679,16.0,-14.0,10000.0,0.0575934534395119
680,16.0,-18.0,10000.0,0.0581350632136
681,16.0,-18.0,10000.0,0.0465718646252683
682,16.0,-18.0,10000.0,0.0159613222249155
683,16.0,-18.0,10000.0,0.0350161783586938
684,16.0,-18.0,10000.0,0.0568430241047409
685,16.0,-18.0,10000.0,0.0125175021373554
686,16.0,-18.0,10000.0,0.0367924179240135
687,16.0,-18.0,10000.0,0.0567536966865269
688,16.0,-18.0,10000.0,0.0270285560937609
689,16.0,-18.0,10000.0,0.0783957384737231
690,16.0,-18.0,10000.0,0.0407857227841885
691,16.0,-18.0,10000.0,0.0270149311285916
692,16.0,-18.0,10000.0,0.0193480342338217
693,16.0,-18.0,10000.0,0.0434341495988192
694,16.0,-18.0,10000.0,0.0522105606067289
695,16.0,-18.0,10000.0,0.0637917871784911
696,16.0,-18.0,10000.0,0.0689604964219417
697,16.0,-18.0,10000.0,0.0422624905976424
698,16.0,-18.0,10000.0,0.0395588929449561
699,16.0,-18.0,10000.0,0.0432702400742778
