,K,delay,N,<C>
560,8.0,-18.0,10000.0,0.2324741092827341
561,8.0,-18.0,10000.0,0.2139993679328359
562,8.0,-18.0,10000.0,0.1891728746045736
563,8.0,-18.0,10000.0,0.1933597927023096
564,8.0,-18.0,10000.0,0.2200527230740043
565,8.0,-18.0,10000.0,0.2098701505775073
566,8.0,-18.0,10000.0,0.1959349147845908
567,8.0,-18.0,10000.0,0.1967181813904242
568,8.0,-18.0,10000.0,0.1570845823942943
569,8.0,-18.0,10000.0,0.2339947003418638
570,8.0,-18.0,10000.0,0.2095665815901569
571,8.0,-18.0,10000.0,0.2350408257145643
572,8.0,-18.0,10000.0,0.1922182525737124
573,8.0,-18.0,10000.0,0.2081566421834852
574,8.0,-18.0,10000.0,0.2045333203793343
575,8.0,-18.0,10000.0,0.1881121825339074
576,8.0,-18.0,10000.0,0.2165634624210488
577,8.0,-18.0,10000.0,0.1668317065095275
578,8.0,-18.0,10000.0,0.2154536496588022
579,8.0,-18.0,10000.0,0.1832357884163429
580,8.0,-14.0,10000.0,0.3790055678311873
581,8.0,-14.0,10000.0,0.3946268126945108
582,8.0,-14.0,10000.0,0.3830215131486233
583,8.0,-14.0,10000.0,0.4119765090047803
584,8.0,-14.0,10000.0,0.4277808003410446
585,8.0,-14.0,10000.0,0.3945052544976439
586,8.0,-14.0,10000.0,0.3895213702772179
587,8.0,-14.0,10000.0,0.3821962395897316
588,8.0,-14.0,10000.0,0.3674719362372721
589,8.0,-14.0,10000.0,0.4050621734173482
590,8.0,-14.0,10000.0,0.3774715077963311
591,8.0,-14.0,10000.0,0.416247551839654
592,8.0,-14.0,10000.0,0.3771871181932936
593,8.0,-14.0,10000.0,0.4038598914637528
594,8.0,-14.0,10000.0,0.3834565140145224
595,8.0,-14.0,10000.0,0.4222895571834607
596,8.0,-14.0,10000.0,0.4092124204458798
597,8.0,-14.0,10000.0,0.3653689000859316
598,8.0,-14.0,10000.0,0.4295697338459535
599,8.0,-14.0,10000.0,0.3530693929623353
600,16.0,-2.0,10000.0,0.8678409475149422
601,16.0,-2.0,10000.0,0.8863931431734955
602,16.0,-2.0,10000.0,0.9163015431531736
603,16.0,-2.0,10000.0,0.9559484704088992
604,16.0,-2.0,10000.0,0.9571706793232976
605,16.0,-2.0,10000.0,0.8820085971562411
606,16.0,-2.0,10000.0,0.964160573530464
607,16.0,-2.0,10000.0,0.9571934460424892
608,16.0,-2.0,10000.0,0.9516434053138648
609,16.0,-2.0,10000.0,0.883937872686066
610,16.0,-2.0,10000.0,0.7920986401441253
611,16.0,-2.0,10000.0,0.9249375924892927
612,16.0,-2.0,10000.0,0.8559792059578777
613,16.0,-2.0,10000.0,0.9598738174710088
614,16.0,-2.0,10000.0,0.9644542781217968
615,16.0,-2.0,10000.0,0.9384853003579862
616,16.0,-2.0,10000.0,0.9356211957213958
617,16.0,-2.0,10000.0,0.951230881298691
618,16.0,-2.0,10000.0,0.9586945840762346
619,16.0,-2.0,10000.0,0.9591458698254266
620,16.0,-6.0,10000.0,0.7837935206898402
621,16.0,-6.0,10000.0,0.7269069525210604
622,16.0,-6.0,10000.0,0.7999043318090164
623,16.0,-6.0,10000.0,0.7745189274404757
624,16.0,-6.0,10000.0,0.7920578688389198
625,16.0,-6.0,10000.0,0.8396743744165068
626,16.0,-6.0,10000.0,0.7303308663132742
627,16.0,-6.0,10000.0,0.7560144657856464
628,16.0,-6.0,10000.0,0.7666108309134614
629,16.0,-6.0,10000.0,0.8249896344375653
630,16.0,-6.0,10000.0,0.7982311857315226
631,16.0,-6.0,10000.0,0.7382098017483452
632,16.0,-6.0,10000.0,0.7787734118468169
633,16.0,-6.0,10000.0,0.6675975259935318
634,16.0,-6.0,10000.0,0.5693183366230435
635,16.0,-6.0,10000.0,0.7480884951781306
636,16.0,-6.0,10000.0,0.7188699543671622
637,16.0,-6.0,10000.0,0.7867044973067918
638,16.0,-6.0,10000.0,0.7172883278058629
639,16.0,-6.0,10000.0,0.7979781158844788
640,16.0,-10.0,10000.0,0.5425403512048257
641,16.0,-10.0,10000.0,0.5835843541794705
642,16.0,-10.0,10000.0,0.1221143937850405
643,16.0,-10.0,10000.0,0.5237252263200703
644,16.0,-10.0,10000.0,0.5733587739551642
645,16.0,-10.0,10000.0,0.6205264238122499
646,16.0,-10.0,10000.0,0.581122295176898
647,16.0,-10.0,10000.0,0.5496554380169429
648,16.0,-10.0,10000.0,0.5151646519011931
649,16.0,-10.0,10000.0,0.5469174090715148
650,16.0,-10.0,10000.0,0.5753775756338471
651,16.0,-10.0,10000.0,0.6011889304483085
652,16.0,-10.0,10000.0,0.5524360717511712
653,16.0,-10.0,10000.0,0.5386388574355985
654,16.0,-10.0,10000.0,0.516277560327705
655,16.0,-10.0,10000.0,0.4322734785337873
656,16.0,-10.0,10000.0,0.3583704512309494
657,16.0,-10.0,10000.0,0.5275085042044287
658,16.0,-10.0,10000.0,0.5571820840501872
659,16.0,-10.0,10000.0,0.5190099982448728
660,16.0,-18.0,10000.0,0.1362345999225432
661,16.0,-18.0,10000.0,0.1744965332367855
662,16.0,-18.0,10000.0,0.0659666773223068
663,16.0,-18.0,10000.0,0.1231931609947245
664,16.0,-18.0,10000.0,0.1233891423992509
665,16.0,-18.0,10000.0,0.1291307959085124
666,16.0,-18.0,10000.0,0.1060314851358767
667,16.0,-18.0,10000.0,0.1255931248832611
668,16.0,-18.0,10000.0,0.1147920690586271
669,16.0,-18.0,10000.0,0.1268860461838693
670,16.0,-18.0,10000.0,0.1488238667479599
671,16.0,-18.0,10000.0,0.1459121218341471
672,16.0,-18.0,10000.0,0.1315338858570563
673,16.0,-18.0,10000.0,0.0990031614013717
674,16.0,-18.0,10000.0,0.1012244440386248
675,16.0,-18.0,10000.0,0.092689031192822
676,16.0,-18.0,10000.0,0.0902128902942392
677,16.0,-18.0,10000.0,0.1284729925882338
678,16.0,-18.0,10000.0,0.1206714015546772
679,16.0,-18.0,10000.0,0.1072876430006407
680,16.0,-14.0,10000.0,0.2885864232915534
681,16.0,-14.0,10000.0,0.2390773908657604
682,16.0,-14.0,10000.0,0.3026650447716937
683,16.0,-14.0,10000.0,0.2485552669626122
684,16.0,-14.0,10000.0,0.1504297104201755
685,16.0,-14.0,10000.0,0.2173976161689634
686,16.0,-14.0,10000.0,0.2777082782667582
687,16.0,-14.0,10000.0,0.2551408320672114
688,16.0,-14.0,10000.0,0.1979035234428042
689,16.0,-14.0,10000.0,0.2617286032029121
690,16.0,-14.0,10000.0,0.2497651056258107
691,16.0,-14.0,10000.0,0.2252218064523083
692,16.0,-14.0,10000.0,0.2773558256532818
693,16.0,-14.0,10000.0,0.1777553940967316
694,16.0,-14.0,10000.0,0.2772166224326268
695,16.0,-14.0,10000.0,0.1580359694275832
696,16.0,-14.0,10000.0,0.1451378441073071
697,16.0,-14.0,10000.0,0.2437161598917726
698,16.0,-14.0,10000.0,0.3000139251190873
699,16.0,-14.0,10000.0,0.2215866895512879
